i,t,m,women,boys,men,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1997763,1997,,1,3,1,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912
1997764,1997,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289
1997765,1997,,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1.386294361
1997766,1997,,2,2,0,3,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1.945910149
1997767,1997,,2,4,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,1.791759469
1997768,1997,,1,2,0,4,1,0,1,0,0,2,0,2,0,0,0,1,0,0,1.945910149
1997769,1997,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289
1997770,1997,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1997771,1997,,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
1997772,1997,,3,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1.791759469
1997773,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
1997774,1997,,1,1,5,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,1.945910149
1997775,1997,,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1.386294361
1997776,1997,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1997777,1997,,1,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361
1997778,1997,,1,4,1,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,1.791759469
1997779,1997,,1,0,4,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1.791759469
1997780,1997,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997781,1997,,2,3,3,0,0,0,1,0,2,0,0,0,0,0,2,1,1,1,2.079441542
1997783,1997,,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1.609437912
1997784,1997,,1,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1.386294361
1997785,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
1997786,1997,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
1997787,1997,,2,1,2,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1.609437912
1997788,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997789,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
1997790,1997,,3,0,5,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2.079441542
1997791,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997792,1997,,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1997793,1997,,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
1997794,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997795,1997,,2,2,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1.791759469
1997796,1997,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806
1997797,1997,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1.386294361
1997798,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
1997799,1997,,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1.386294361
1997800,1997,,1,0,2,4,0,0,0,2,0,1,0,1,1,0,0,1,1,0,1.945910149
1997801,1997,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
1997802,1997,,1,5,1,2,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2.197224577
1997803,1997,,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
1997804,1997,,1,1,1,3,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469
1997805,1997,,3,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1.791759469
1997806,1997,,1,1,3,2,0,0,1,0,0,0,0,2,2,0,0,1,1,0,1.945910149
1997809,1997,,1,2,2,2,0,0,2,2,0,0,0,0,2,1,0,0,0,0,1.945910149
1997812,1997,,1,3,1,4,1,1,0,2,1,1,1,0,0,1,1,0,0,0,2.197224577
1997814,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997815,1997,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1997816,1997,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.098612289
1997817,1997,,1,0,1,3,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1.609437912
1997818,1997,,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.098612289
1997819,1997,,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.098612289
1997820,1997,,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1.386294361
1997821,1997,,3,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1.609437912
1997822,1997,,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.098612289
1997823,1997,,2,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1.609437912
1997824,1997,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806
1997825,1997,,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1.609437912
1997826,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997827,1997,,1,0,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1.609437912
1997830,1997,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471806
1997831,1997,,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
1997832,1997,,2,1,2,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1.791759469
1997834,1997,,2,3,1,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,1.791759469
1997835,1997,,2,1,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1.791759469
1997836,1997,,2,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1.609437912
1997837,1997,,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.098612289
1997838,1997,,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361
1997839,1997,,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.386294361
1997840,1997,,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1.386294361
1997841,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289
1997842,1997,,3,1,3,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1.945910149
1997843,1997,,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.098612289
1997844,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.098612289
1997845,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997846,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997847,1997,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
1997848,1997,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
1997849,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997850,1997,,1,2,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1.609437912
1997851,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997852,1997,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1997853,1997,,1,0,3,2,0,1,0,0,0,1,0,0,0,1,2,0,1,0,1.791759469
1997854,1997,,1,1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1.609437912
1997855,1997,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
1997856,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997857,1997,,1,0,1,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1997858,1997,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1997859,1997,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
1997860,1997,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997861,1997,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1997862,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
1997863,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997864,1997,,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1.386294361
1997865,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997866,1997,,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1.386294361
1997867,1997,,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
1997868,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997869,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
1997870,1997,,1,3,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1.791759469
1997871,1997,,1,1,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1.609437912
1997872,1997,,1,4,1,2,1,1,2,1,1,0,0,0,0,1,1,0,0,0,2.079441542
1997874,1997,,1,0,1,4,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1.791759469
1997876,1997,,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361
1997877,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
1997878,1997,,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1.098612289
1997879,1997,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
1997880,1997,,1,2,1,2,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1.791759469
1997881,1997,,1,2,2,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1.791759469
1997882,1997,,2,5,4,3,1,0,0,2,1,1,4,0,2,1,1,1,0,0,2.63905733
1997883,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997884,1997,,1,0,2,3,0,1,0,1,0,0,0,1,0,1,2,0,0,0,1.791759469
1997885,1997,,1,2,1,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1.791759469
1997886,1997,,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361
1997887,1997,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289
1997888,1997,,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361
1997889,1997,,1,0,1,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
1997890,1997,,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1.386294361
1997891,1997,,2,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1.609437912
1997892,1997,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997893,1997,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1997894,1997,,1,3,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
1997895,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.098612289
1997896,1997,,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
1997898,1997,,5,7,1,2,3,2,2,0,0,0,2,0,0,4,0,0,1,1,2.708050201
1997899,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997900,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997901,1997,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471806
1997902,1997,,2,1,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1.791759469
1997903,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997904,1997,,1,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,1.609437912
1997906,1997,,1,7,4,3,2,0,0,0,3,2,2,1,3,0,0,0,1,1,2.708050201
1997907,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.386294361
1997908,1997,,2,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1.609437912
1997909,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997910,1997,,1,3,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
1997911,1997,,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361
1997912,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997913,1997,,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1.609437912
1997914,1997,,2,0,3,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1.791759469
1997915,1997,,2,2,2,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1.791759469
1997916,1997,,2,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1.609437912
1997917,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
1997918,1997,,1,2,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1.609437912
1997919,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997920,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997921,1997,,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.098612289
1997922,1997,,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1997923,1997,,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1.609437912
1997924,1997,,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1.609437912
1997925,1997,,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1.386294361
1997926,1997,,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1997927,1997,,2,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1.386294361
1997928,1997,,2,1,2,2,1,1,0,1,0,0,0,0,1,2,1,0,0,0,1.945910149
1997929,1997,,2,2,2,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1.791759469
1997930,1997,,3,0,3,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,1.945910149
1997932,1997,,2,0,1,2,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1.609437912
1997933,1997,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1.098612289
1997934,1997,,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289
1997935,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997936,1997,,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1997937,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1.386294361
1997938,1997,,1,1,3,1,0,0,0,0,1,0,0,1,2,0,0,0,1,1,1.791759469
1997939,1997,,1,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
1997941,1997,,1,1,1,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
1997942,1997,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.6931471806
1997943,1997,,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1997944,1997,,1,1,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1.609437912
1997945,1997,,1,2,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912
1997946,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1997947,1997,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.098612289
1997948,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997949,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1997950,1997,,1,2,2,2,1,0,0,0,0,2,1,0,0,0,1,1,1,0,1.945910149
1997951,1997,,2,2,3,1,1,0,0,0,1,0,0,1,2,1,0,1,1,0,2.079441542
1997952,1997,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1.386294361
1997953,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997954,1997,,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1.609437912
1997955,1997,,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1997956,1997,,5,1,4,1,0,0,0,1,1,0,1,0,3,2,0,1,0,2,2.397895273
1997957,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997958,1997,,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1.386294361
1997959,1997,,1,1,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
1997960,1997,,1,3,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912
1997962,1997,,1,1,1,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912
1997963,1997,,1,2,2,3,0,0,1,1,1,1,0,1,2,0,0,1,0,0,2.079441542
1997964,1997,,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
1997965,1997,,1,1,2,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
1997966,1997,,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
1997967,1997,,2,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1.609437912
1997968,1997,,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
1997969,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997970,1997,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997971,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1997972,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1997973,1997,,0,2,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1.386294361
1997974,1997,,1,0,1,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1.386294361
1997975,1997,,1,2,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1.609437912
1997976,1997,,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.386294361
1997977,1997,,1,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361
1997978,1997,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1997979,1997,,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361
1997980,1997,,1,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.386294361
1997981,1997,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471806
1997982,1997,,1,2,1,3,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1.945910149
1997983,1997,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.098612289
1997984,1997,,2,1,1,2,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1.791759469
1997985,1997,,3,1,4,1,0,0,0,0,1,0,0,2,3,1,1,0,0,1,2.197224577
1997986,1997,,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
1997988,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997989,1997,,1,2,2,2,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.945910149
1997990,1997,,1,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,0,0,1.791759469
1997991,1997,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
1997992,1997,,1,3,1,4,0,1,1,1,1,1,1,1,0,0,0,1,1,0,2.197224577
1997993,1997,,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1.386294361
1997994,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1997995,1997,,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1.386294361
1997996,1997,,2,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1.609437912
1997997,1997,,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
1997999,1997,,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1.098612289
19971000,1997,,2,3,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1,1,1.945910149
19971001,1997,,3,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1.791759469
19971002,1997,,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.386294361
19971003,1997,,2,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1.386294361
19971005,1997,,1,2,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1.609437912
19971006,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19971008,1997,,1,2,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,1.609437912
19971009,1997,,2,1,2,2,0,1,0,0,1,0,0,1,2,1,0,1,0,0,1.945910149
19971010,1997,,1,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1.609437912
19971011,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19971012,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
19971013,1997,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
19971014,1997,,2,3,2,2,2,0,1,1,0,0,0,1,1,1,0,0,1,1,2.197224577
19971015,1997,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
19971016,1997,,1,1,0,2,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1.386294361
19971017,1997,,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
19971018,1997,,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1.386294361
19971019,1997,,1,1,2,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1.609437912
19971020,1997,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471806
19971021,1997,,2,0,1,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1.609437912
19971022,1997,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6931471806
19971023,1997,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361
19971024,1997,,1,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1.386294361
19971025,1997,,1,2,3,2,1,0,1,0,0,1,0,2,0,0,2,0,1,0,2.079441542
19971026,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19971030,1997,,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.098612289
19971031,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
19971032,1997,,2,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1.609437912
19971033,1997,,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
19971034,1997,,3,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1.791759469
19971035,1997,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1.098612289
19971036,1997,,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.098612289
19971037,1997,,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
19971038,1997,,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1.386294361
19971039,1997,,2,0,1,3,0,0,0,0,0,1,0,2,0,1,1,1,0,0,1.791759469
19971040,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
19971041,1997,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19971042,1997,,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.386294361
19971043,1997,,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1.098612289
19971044,1997,,2,0,1,2,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1.609437912
19971045,1997,,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1.386294361
19971046,1997,,1,2,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1.386294361
19971047,1997,,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1.386294361
19971048,1997,,3,1,4,2,0,0,0,0,1,2,0,0,1,0,2,1,1,2,2.302585093
19971049,1997,,1,2,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
19971050,1997,,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1.386294361
19971051,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
19971052,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
19971053,1997,,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289
19971054,1997,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6931471806
19971055,1997,,1,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1.386294361
19971056,1997,,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
19971057,1997,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19971058,1997,,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289
19971059,1997,,2,1,3,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1,1.945910149
19971060,1997,,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1.098612289
19971061,1997,,3,0,2,3,0,1,0,1,0,0,0,1,1,2,1,1,0,0,2.079441542
19971062,1997,,3,0,2,1,0,1,0,0,0,0,0,0,1,2,0,0,1,1,1.791759469
19971063,1997,,1,0,3,1,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1.609437912
19971064,1997,,3,1,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1.609437912
